,Asset Turnover (Average),Book Value Per Share * USD,COGS,Cap Spending USD Mil,Dividends USD,EBT Margin,Earnings Per Share USD,Financial Leverage (Average),Free Cash Flow Per Share * USD,Free Cash Flow USD Mil,Gross Margin,Gross Margin %,Interest Coverage,Key Ratios -> Growth,Key Ratios -> Profitability,Margins % of Sales,Net Income USD Mil,Net Int Inc & Other,Net Margin %,Operating Cash Flow USD Mil,Operating Income USD Mil,Operating Margin,Operating Margin %,Other,Payout Ratio % *,Profitability,R&D,Return on Assets %,Return on Equity %,Return on Invested Capital %,Revenue,Revenue USD Mil,SG&A,Shares Mil,Tax Rate %,Working Capital USD Mil,ticker,,Revenue %,Year over Year,3-Year Average,5-Year Average,10-Year Average,Operating Income %,Net Income %,EPS %,Key Ratios -> Cash Flow,Cash Flow Ratios,Operating Cash Flow Growth % YOY,Free Cash Flow Growth % YOY,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Key Ratios -> Financial Health,Balance Sheet Items (in %),Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Taxes Payable,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Liquidity/Financial Health,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Key Ratios -> Efficiency Ratios,Efficiency,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover,Revenue CNY Mil,Operating Income CNY Mil,Net Income CNY Mil,Earnings Per Share CNY,Dividends CNY,Book Value Per Share * CNY,Operating Cash Flow CNY Mil,Cap Spending CNY Mil,Free Cash Flow CNY Mil,Free Cash Flow Per Share * CNY,Working Capital CNY Mil,Revenue EUR Mil,Operating Income EUR Mil,Net Income EUR Mil,Earnings Per Share EUR,Dividends EUR,Book Value Per Share * EUR,Operating Cash Flow EUR Mil,Cap Spending EUR Mil,Free Cash Flow EUR Mil,Free Cash Flow Per Share * EUR,Working Capital EUR Mil,Revenue CHF Mil,Operating Income CHF Mil,Net Income CHF Mil,Earnings Per Share CHF,Dividends CHF,Book Value Per Share * CHF,Operating Cash Flow CHF Mil,Cap Spending CHF Mil,Free Cash Flow CHF Mil,Free Cash Flow Per Share * CHF,Working Capital CHF Mil,Revenue CAD Mil,Operating Income CAD Mil,Net Income CAD Mil,Earnings Per Share CAD,Dividends CAD,Book Value Per Share * CAD,Operating Cash Flow CAD Mil,Cap Spending CAD Mil,Free Cash Flow CAD Mil,Free Cash Flow Per Share * CAD,Working Capital CAD Mil,Revenue MXN Mil,Operating Income MXN Mil,Net Income MXN Mil,Earnings Per Share MXN,Dividends MXN,Book Value Per Share * MXN,Operating Cash Flow MXN Mil,Cap Spending MXN Mil,Free Cash Flow MXN Mil,Free Cash Flow Per Share * MXN,Working Capital MXN Mil,Revenue ILS Mil,Operating Income ILS Mil,Net Income ILS Mil,Earnings Per Share ILS,Dividends ILS,Book Value Per Share * ILS,Operating Cash Flow ILS Mil,Cap Spending ILS Mil,Free Cash Flow ILS Mil,Free Cash Flow Per Share * ILS,Working Capital ILS Mil,Revenue AUD Mil,Operating Income AUD Mil,Net Income AUD Mil,Earnings Per Share AUD,Dividends AUD,Book Value Per Share * AUD,Operating Cash Flow AUD Mil,Cap Spending AUD Mil,Free Cash Flow AUD Mil,Free Cash Flow Per Share * AUD,Working Capital AUD Mil,Revenue TWD Mil,Operating Income TWD Mil,Net Income TWD Mil,Earnings Per Share TWD,Dividends TWD,Book Value Per Share * TWD,Operating Cash Flow TWD Mil,Cap Spending TWD Mil,Free Cash Flow TWD Mil,Free Cash Flow Per Share * TWD,Working Capital TWD Mil,Revenue ARS Mil,Operating Income ARS Mil,Net Income ARS Mil,Earnings Per Share ARS,Dividends ARS,Book Value Per Share * ARS,Operating Cash Flow ARS Mil,Cap Spending ARS Mil,Free Cash Flow ARS Mil,Free Cash Flow Per Share * ARS,Working Capital ARS Mil,Revenue SEK Mil,Operating Income SEK Mil,Net Income SEK Mil,Earnings Per Share SEK,Dividends SEK,Book Value Per Share * SEK,Operating Cash Flow SEK Mil,Cap Spending SEK Mil,Free Cash Flow SEK Mil,Free Cash Flow Per Share * SEK,Working Capital SEK Mil,Revenue JPY Mil,Operating Income JPY Mil,Net Income JPY Mil,Earnings Per Share JPY,Dividends JPY,Book Value Per Share * JPY,Operating Cash Flow JPY Mil,Cap Spending JPY Mil,Free Cash Flow JPY Mil,Free Cash Flow Per Share * JPY,Working Capital JPY Mil,Revenue KRW Mil,Operating Income KRW Mil,Net Income KRW Mil,Earnings Per Share KRW,Dividends KRW,Book Value Per Share * KRW,Operating Cash Flow KRW Mil,Cap Spending KRW Mil,Free Cash Flow KRW Mil,Free Cash Flow Per Share * KRW,Working Capital KRW Mil,Revenue GBP Mil,Operating Income GBP Mil,Net Income GBP Mil,Earnings Per Share GBP,Dividends GBP,Book Value Per Share * GBP,Operating Cash Flow GBP Mil,Cap Spending GBP Mil,Free Cash Flow GBP Mil,Free Cash Flow Per Share * GBP,Working Capital GBP Mil,Revenue IDR Mil,Operating Income IDR Mil,Net Income IDR Mil,Earnings Per Share IDR,Dividends IDR,Book Value Per Share * IDR,Operating Cash Flow IDR Mil,Cap Spending IDR Mil,Free Cash Flow IDR Mil,Free Cash Flow Per Share * IDR,Working Capital IDR Mil,Revenue RUB Mil,Operating Income RUB Mil,Net Income RUB Mil,Earnings Per Share RUB,Dividends RUB,Book Value Per Share * RUB,Operating Cash Flow RUB Mil,Cap Spending RUB Mil,Free Cash Flow RUB Mil,Free Cash Flow Per Share * RUB,Working Capital RUB Mil,Revenue INR Mil,Operating Income INR Mil,Net Income INR Mil,Earnings Per Share INR,Dividends INR,Book Value Per Share * INR,Operating Cash Flow INR Mil,Cap Spending INR Mil,Free Cash Flow INR Mil,Free Cash Flow Per Share * INR,Working Capital INR Mil,Revenue DKK Mil,Operating Income DKK Mil,Net Income DKK Mil,Earnings Per Share DKK,Dividends DKK,Book Value Per Share * DKK,Operating Cash Flow DKK Mil,Cap Spending DKK Mil,Free Cash Flow DKK Mil,Free Cash Flow Per Share * DKK,Working Capital DKK Mil,,Revenue BRL Mil,Operating Income BRL Mil,Net Income BRL Mil,Earnings Per Share BRL,Dividends BRL,Book Value Per Share * BRL,Operating Cash Flow BRL Mil,Cap Spending BRL Mil,Free Cash Flow BRL Mil,Free Cash Flow Per Share * BRL,Working Capital BRL Mil,Revenue THB Mil,Operating Income THB Mil,Net Income THB Mil,Earnings Per Share THB,Dividends THB,Book Value Per Share * THB,Operating Cash Flow THB Mil,Cap Spending THB Mil,Free Cash Flow THB Mil,Free Cash Flow Per Share * THB,Working Capital THB Mil,Revenue CLP Mil,Operating Income CLP Mil,Net Income CLP Mil,Earnings Per Share CLP,Dividends CLP,Book Value Per Share * CLP,Operating Cash Flow CLP Mil,Cap Spending CLP Mil,Free Cash Flow CLP Mil,Free Cash Flow Per Share * CLP,Working Capital CLP Mil,Revenue COP Mil,Operating Income COP Mil,Net Income COP Mil,Earnings Per Share COP,Dividends COP,Book Value Per Share * COP,Operating Cash Flow COP Mil,Cap Spending COP Mil,Free Cash Flow COP Mil,Free Cash Flow Per Share * COP,Working Capital COP Mil,Revenue PEN Mil,Operating Income PEN Mil,Net Income PEN Mil,Earnings Per Share PEN,Dividends PEN,Book Value Per Share * PEN,Operating Cash Flow PEN Mil,Cap Spending PEN Mil,Free Cash Flow PEN Mil,Free Cash Flow Per Share * PEN,Working Capital PEN Mil,Revenue ZAR Mil,Operating Income ZAR Mil,Net Income ZAR Mil,Earnings Per Share ZAR,Dividends ZAR,Book Value Per Share * ZAR,Operating Cash Flow ZAR Mil,Cap Spending ZAR Mil,Free Cash Flow ZAR Mil,Free Cash Flow Per Share * ZAR,Working Capital ZAR Mil,Revenue PHP Mil,Operating Income PHP Mil,Net Income PHP Mil,Earnings Per Share PHP,Dividends PHP,Book Value Per Share * PHP,Operating Cash Flow PHP Mil,Cap Spending PHP Mil,Free Cash Flow PHP Mil,Free Cash Flow Per Share * PHP,Working Capital PHP Mil,Revenue PLN Mil,Operating Income PLN Mil,Net Income PLN Mil,Earnings Per Share PLN,Dividends PLN,Book Value Per Share * PLN,Operating Cash Flow PLN Mil,Cap Spending PLN Mil,Free Cash Flow PLN Mil,Free Cash Flow Per Share * PLN,Working Capital PLN Mil,Revenue TRY Mil,Operating Income TRY Mil,Net Income TRY Mil,Earnings Per Share TRY,Dividends TRY,Book Value Per Share * TRY,Operating Cash Flow TRY Mil,Cap Spending TRY Mil,Free Cash Flow TRY Mil,Free Cash Flow Per Share * TRY,Working Capital TRY Mil
0,0.43,6.08,35.17,-180,0.25,1.43,0.11,4.83,,45,64.83,64.8,1.24,,,TTM,6,-5.17,0.91,225,41,6.61,6.6,31.79,227.3,TTM,,0.39,1.88,3.81,100.00,614,26.43,50,36.20,,SHEN,Latest Qtr,,-143.75,,,,,,,,TTM,,,29.26,7.32,8.01,,Latest Qtr,5.22,4.98,0.51,1.26,11.97,47.22,39.26,1.54,100.00,2.17,3.75,0.30,0.84,1.88,8.95,53.81,16.55,79.31,20.69,100.00,Latest Qtr,1.34,1.14,4.83,2.60,,TTM,42.87,18.21,56.10,4.98,8.51,20.04,0.91,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10.86,-0.02,76.37,-0,,-19.32,,,,-3,23.63,23.6,,,,TTM,-4,,-19.32,-3,-4,-19.32,-19.3,42.95,,TTM,,-209.82,-964.65,-964.65,100.00,22,,29,,,PIXY,Latest Qtr,,,,,,,,,,TTM,,,0.49,-13.10,0.68,,Latest Qtr,34.38,10.49,,28.40,73.26,20.47,,6.27,100.00,38.87,,,79.25,24.90,143.02,,,143.02,-43.02,100.00,Latest Qtr,0.51,0.31,,,,TTM,1.99,,17.20,,183.84,,76.89,10.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.76,8.04,89.05,-43,,0.68,0.31,3.20,,46,10.95,10.9,1.42,,,TTM,5,-1.89,0.52,89,27,2.57,2.6,0.38,,TTM,,0.91,3.38,5.98,100.00,"1,059",7.99,18,24.02,,SHLO,Latest Qtr,,450.00,,,,,,,,TTM,,,4.05,4.39,8.46,,Latest Qtr,2.43,26.36,10.46,5.99,45.24,44.96,7.35,2.45,100.00,24.89,0.24,0.07,7.45,,32.65,29.80,6.29,68.74,31.26,100.00,Latest Qtr,1.39,0.88,3.20,0.95,,TTM,53.86,24.54,55.28,23.11,6.78,14.88,3.96,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.52,3.08,68.85,-0,,28.07,0.40,1.10,,0,31.15,31.2,,,,TTM,8,7.11,23.91,1,7,20.96,21.0,,,TTM,,12.32,13.75,13.21,100.00,35,10.19,21,13.56,,TYHT,Latest Qtr,,-14.29,,,,,,,,TTM,,,0.10,1.40,0.06,,Latest Qtr,38.90,19.88,3.21,4.47,66.46,14.56,1.91,17.06,100.00,0.20,3.16,2.34,,1.72,7.43,,1.56,8.99,91.01,100.00,Latest Qtr,8.95,7.91,1.10,,,TTM,105.72,47.89,3.41,150.19,3.45,7.62,3.30,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.21,107.81,30.30,,0.92,11.92,5.64,2.07,,"3,727",69.70,69.7,4.07,,,TTM,"1,623",-3.82,10.95,"3,890","2,333",15.74,15.7,17.67,16.6,TTM,11.75,2.37,5.20,4.10,100.00,"14,821",24.54,305,7.75,,SHPG,Latest Qtr,,-239.53,,,,,,,,TTM,,,,25.15,2.30,,Latest Qtr,0.31,4.21,5.08,1.21,10.81,9.75,78.65,0.80,100.00,,3.89,,,7.17,11.06,26.10,14.44,51.61,48.39,100.00,Latest Qtr,0.98,0.41,2.07,0.55,,TTM,67.40,336.66,,,5.42,1.08,2.26,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.97,17.64,71.24,-23,0.28,3.34,1.23,1.64,,2,28.76,28.8,121.82,,,TTM,21,-0.03,2.09,25,34,3.37,3.4,,23.2,TTM,,4.13,6.64,6.17,100.00,997,25.39,17,37.38,,SCVL,Latest Qtr,,9.09,,,,,,,,TTM,,,2.27,0.20,0.10,,Latest Qtr,3.76,0.57,72.54,1.43,78.29,19.49,,2.22,100.00,19.04,,,4.13,,23.17,5.42,10.49,39.08,60.92,100.00,Latest Qtr,3.38,0.19,1.64,0.09,,TTM,1.09,182.07,54.16,129.01,333.34,2.00,10.00,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.05,12.82,,-1,0.20,30.75,0.87,8.46,,19,,,,,,TTM,11,-3.57,18.25,20,19,30.75,30.7,12.97,22.9,TTM,,0.87,6.97,,100.00,61,52.71,13,40.64,,SHBI,Latest Qtr,,42.11,,,,,,,,TTM,,,1.97,30.70,1.68,,Latest Qtr,3.19,,,,,1.68,2.38,,100.00,,0.11,,,,,,,88.18,11.82,100.00,Latest Qtr,,,8.46,,,TTM,,,,,,,3.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.59,1.45,52.02,-6,,-38.27,-0.81,2.65,,-4,47.98,48.0,,,,TTM,-8,-26.02,-35.87,2,-3,-12.26,-12.3,,,TTM,18.00,-21.12,-55.89,-55.89,100.00,22,42.23,10,,,SSTI,Latest Qtr,,,,,,,,,,TTM,,,27.53,-18.02,0.47,,Latest Qtr,52.03,16.18,,2.40,70.61,28.75,0.24,0.41,100.00,4.77,,,5.89,44.63,55.29,,6.92,62.21,37.79,100.00,Latest Qtr,1.28,1.23,2.65,,,TTM,100.26,,56.82,,3.64,,2.05,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.14,13.91,51.57,-68,,1.09,0.19,2.20,,116,48.43,48.4,1.51,,,TTM,9,-2.05,0.81,183,36,3.14,3.1,1.34,,TTM,14.60,0.92,2.00,3.40,100.00,"1,158",29.36,35,25.86,,SFLY,Latest Qtr,,-9.30,,,,,,,,TTM,,,5.85,9.98,12.37,,Latest Qtr,10.02,6.10,1.20,8.08,25.40,26.73,43.85,4.02,100.00,2.49,28.82,0.39,6.94,3.92,42.57,,12.07,54.64,45.36,100.00,Latest Qtr,0.60,0.38,2.20,,,TTM,16.74,7.16,13.13,10.77,21.80,51.00,4.12,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.04,13.98,,-1,0.19,31.66,1.11,9.27,,11,,,,,,TTM,13,-1.51,21.90,13,19,31.66,31.7,19.28,17.1,TTM,,0.85,8.03,,100.00,61,47.55,12,30.84,,SIFI,Latest Qtr,,46.15,,,,,,,,TTM,,,2.37,18.46,0.84,,Latest Qtr,5.79,0.30,,,,1.24,1.08,,100.00,,,,,,,11.04,,89.21,10.79,100.00,Latest Qtr,,,9.27,1.02,,TTM,,,,,,,3.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.09,0.20,,-0,,100.00,-0.08,1.11,,0,,,,,,TTM,-2,,-16.54,1,-2,-16.54,-16.5,-116.54,,TTM,,-18.08,-20.05,-41.72,100.00,11,116.54,22,,,SIEB,Latest Qtr,,-200.00,,,,,,,,TTM,,,3.25,2.44,-0.15,,Latest Qtr,64.62,22.11,,,86.73,6.15,,7.12,100.00,,,,,9.93,9.93,,,9.93,90.07,100.00,Latest Qtr,8.73,8.73,1.11,,,TTM,130.89,,,,2.79,,42.13,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,4.69,,-0,,,-2.39,1.55,,-32,,,-7.15,,,TTM,-48,,,-32,-42,,,,,TTM,,-31.88,-49.43,-43.33,,,,20,,,SNNA,Latest Qtr,,,,,,,,,,TTM,,,,,0.68,,Latest Qtr,59.29,,,1.49,60.77,0.25,38.98,,100.00,1.06,,,4.69,3.29,9.04,,26.46,35.50,64.50,100.00,Latest Qtr,6.72,6.56,1.55,,,TTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.28,2.25,34.38,-1,,-169.50,-2.85,2.45,,-44,65.62,65.6,-91.93,,,TTM,-54,-1.84,-169.76,-43,-54,-167.66,-167.7,26.22,,TTM,31.32,-47.67,-80.58,-58.43,100.00,32,175.75,19,,,SIEN,Latest Qtr,,34.55,,,,,,,,TTM,,,4.33,-137.68,0.81,,Latest Qtr,35.30,4.46,21.63,3.82,65.20,3.08,31.03,0.69,100.00,3.74,,,11.68,7.30,22.72,23.21,13.18,59.11,40.89,100.00,Latest Qtr,2.87,1.75,2.45,0.57,,TTM,42.76,699.52,119.44,622.85,8.54,0.52,11.93,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.05,14.40,,-2,0.54,33.88,1.51,9.48,,17,,,,,,TTM,21,-0.32,22.67,19,31,33.88,33.9,15.53,35.7,TTM,,1.04,9.83,,100.00,93,50.27,14,33.15,,BSRR,Latest Qtr,,46.43,,,,,,,,TTM,,,2.55,17.94,0.79,,Latest Qtr,2.63,,,,,1.37,0.52,,100.00,,0.51,,,,,1.66,,89.46,10.54,100.00,Latest Qtr,,,9.48,0.16,,TTM,,,,,,,3.24,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1.98,,-0,,,-0.94,1.06,,-42,,,,,,TTM,-41,,,-42,-41,,,,,TTM,,-34.59,-37.88,-37.88,,,,44,,,SRRA,Latest Qtr,,-62.00,,,,,,,,TTM,,,,,1.04,,Latest Qtr,97.96,0.09,,1.50,99.55,0.17,,0.28,100.00,0.42,,,5.30,,5.71,,,5.71,94.29,100.00,Latest Qtr,17.42,17.16,1.06,,,TTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.17,12.10,63.98,-17,,3.66,0.72,1.50,,-31,36.02,36.0,,,,TTM,23,0.41,3.48,-14,22,3.25,3.3,4.03,,TTM,11.85,4.08,6.29,6.29,100.00,672,16.89,33,4.99,,SWIR,Latest Qtr,,-166.67,,,,,,,,TTM,,,2.47,-4.62,-1.33,,Latest Qtr,12.70,25.36,9.76,1.11,48.93,6.26,40.12,4.69,100.00,12.94,,0.56,5.34,6.60,25.44,,7.79,33.23,66.77,100.00,Latest Qtr,1.92,1.50,1.50,,,TTM,73.80,34.69,70.44,38.05,4.95,10.52,19.01,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
